Designator,Footprint,Quantity,Value,LCSC Part #
"TP1, TP10, TP2, TP3, TP4, TP5, TP6, TP7, TP8, TP9",TestPoint_Pad_D1.0mm,10,TestPoint,
"U10, U12, U13, U14, U15, U4, U6, U7, U8, U9",SOT-23,10,MCP9700Ax-ETT,C127949
